step,id,x,y,z
10,5740,102.353,33.2356,238.549
10,5750,-106.527,301.041,-37.3113
10,5760,-13.3194,47.1117,-18.8263
10,5770,23.6029,-47.9463,230.56
10,5780,-62.5481,-89.8367,-200.286
10,5790,-108.162,124.423,119.996
10,5800,-24.0336,-77.0401,281.991
10,5810,36.0674,78.8903,-115.201
10,5820,-46.7258,-2.86393,26.5116
10,5830,128.943,33.3622,172.074
10,5840,48.1927,53.7694,95.9449
10,5850,12.236,133.749,-135.839
10,5860,27.4989,211.294,160.602
10,5870,35.3781,-238.075,-60.1931
10,5880,-185.85,-63.6831,34.1685
10,5890,154.35,77.1341,-204.01
10,5900,153.165,-45.13,-263.775
10,5910,77.8322,-304.318,226.43
10,5920,-79.8176,-75.6517,-220.166
10,5930,124.966,213.888,-0.0937783
10,5940,41.4919,-51.3405,0.319575
10,5950,-248.505,-27.2944,-45.9664
10,5960,-27.4951,-1.12627,287.793
10,5970,68.161,-165.777,-186.691
10,5980,-216.149,-84.4834,183.133
10,5990,-89.8305,-218.053,40.1729
10,6000,-30.4866,51.7413,-237.86
10,6010,-176.546,-168.166,-6.63301
10,6020,223.081,66.5954,-47.6181
10,6030,-302.34,139.647,-0.71177
10,6040,22.2926,249.783,-161.724
10,6050,302.346,4.82904,-15.839
10,6060,-112.864,-283.328,51.5957
10,6070,-30.6954,253.122,-177.783
10,6080,-24.7179,-72.1164,-310.906
10,6090,0.971536,-34.144,-41.7344
10,6100,43.2785,115.412,18.2785
10,6110,125.088,108.619,211.049
10,6120,36.1017,-196.976,6.34032
10,6130,-148.922,-119.108,409.076
10,6140,70.5144,97.9475,-42.2842
10,6150,139.391,320.359,-32.3547
10,6160,212.383,141.142,42.3113
10,6170,-53.0079,-147.841,-236.136
10,6180,131.259,-164.009,-156.984
10,6190,8.945,32.854,-131.031
10,6200,43.5009,67.9871,-309.977
10,6210,53.3445,215.229,-201.851
10,6220,-154.937,51.8227,55.1527
10,6230,-56.4303,-104.753,275.679
10,6240,-37.753,265.86,-152.742
10,6250,-281.477,-146.183,-45.6152
10,6260,-28.3838,-27.4502,-159.544
10,6270,125.024,24.0412,-222.95
10,6280,-210.027,3.24784,-36.0307
10,6290,150.821,-201.475,-159.989
10,6300,154.349,171.596,198.716
10,6310,66.8964,398.747,279.144
10,6320,-246.692,52.0603,-174.823
10,6330,21.3155,-195.218,-51.4048
10,6340,215.072,201.376,-44.2113
10,6350,71.5078,77.2421,-333.931
10,6360,126.773,-142.008,105.089
10,6370,-298.221,-105.4,-57.7138
10,6380,136.043,157.792,130.11
10,6390,118.096,-124.037,-26.0864
10,6400,-263.175,-53.3511,18.4093
10,6410,193.164,132.226,-128.389
10,6420,-53.6282,-72.7731,64.9425
10,6430,-0.655839,65.24,193.727
10,6440,186.688,134.032,88.6264
10,6450,-29.2651,-199.354,-93.6015
10,6460,-159.695,49.9415,-117.29
10,6470,-49.3585,-279.766,137.05
10,6480,-155.776,130.018,20.4257
10,6490,-246.85,-58.6045,-45.152
10,6500,0.665423,12.2296,281.453
10,6510,247.081,-152.087,-24.9353
10,6520,-95.7269,-0.658916,-267.642
10,6530,242.469,-113.592,66.4481
10,6540,42.4349,-46.9895,201.736
10,6550,169.754,-108.053,-85.3326
10,6560,370.196,0.526448,20.262
10,6570,-6.26565,140.875,57.5638
10,6580,106.348,-206.851,-95.4347
10,6590,137.678,-47.2221,-273.138
10,6600,168.617,-92.1688,-146.841
10,6610,-113.392,-34.7475,-268.196
10,6620,212.171,-34.4924,-108.712
10,6630,-38.1,167.045,-143.189
10,6640,60.1093,316.17,-214.999
10,6650,-133.536,-13.3509,248.728
10,6660,39.5074,224.279,-246.773
10,6670,85.3186,23.0093,-98.5909
10,6680,-50.892,300.239,-102.396
10,6690,22.0455,-181.958,66.241
10,6700,40.3952,118.237,-97.7618
10,6710,-104.955,-27.6364,-1.26266
10,6720,13.7341,-214.302,-202.186
10,6730,259.913,50.3614,-171.998
10,6740,5.74241,29.1748,-143.013
10,6750,204.117,157.657,-83.3263
10,6760,112.897,-240.915,17.3425
10,6770,126.662,48.9743,-165.52
10,6780,-190.749,202.974,16.013
10,6790,-95.8214,176.961,172.782
10,6800,129.895,-212.291,-62.9082
10,6810,167.033,143.34,-115.559
10,6820,-205.525,184.407,75.8764
10,6830,-216.244,115.512,-48.5517
10,6840,17.1419,-623.108,-116.826
10,6850,-59.8124,-38.0318,-104.262
10,6860,-154.333,-233.199,65.1572
10,6870,-11.8416,-137.6,-57.2794
10,6880,-217.442,-21.9194,115.983
10,6890,-92.5757,-67.7186,161.392
10,6900,85.0666,-160.962,-114.702
10,6910,-27.2061,60.3443,-295.698
10,6920,145.298,-254.276,153.124
10,6930,-51.1945,284.435,-113.384
10,6940,10.7713,227.042,-159.445
10,6950,302.401,-171.951,-126.802
10,6960,52.2655,200.086,-192.134
10,6970,74.6517,-220.368,8.15352
10,6980,-23.9038,-264.139,-263.617
10,6990,-15.2958,222.488,-141.752
10,7000,-235.748,31.2145,177.898
10,7010,-139.995,137.595,221.409
10,7020,-123.442,-65.6376,-404.266
10,7030,252.483,-73.8493,-112.189
10,7040,1.84107,-26.6468,289.025
10,7050,-277.959,53.7963,-148.495
10,7060,85.4653,-28.4558,-321.663
10,7070,-97.134,-144.598,-180.477
10,7080,-50.1049,-107.902,-199.148
10,7090,-116.812,-201.533,-172.869
10,7100,-300.678,124.103,-63.5805
10,7110,-40.5539,-149.838,-79.3972
10,7120,-261.858,-51.6919,-89.7736
10,7130,185.818,95.0776,-156.856
10,7140,141.883,-237.2,101.964
10,7150,81.1005,192.996,103.848
10,7160,215.87,-131.107,95.3927
10,7170,39.9783,111.51,188.597
10,7180,-32.5128,197.715,-38.997
10,7190,84.8367,20.915,33.1118
10,7200,311.735,29.31,199.607
10,7210,56.9891,302.166,-2.84879
10,7220,-282.386,113.297,-2.86612
10,7230,154.217,-38.4591,125.689
10,7240,-190.099,171.61,-140.831
10,7250,-23.1428,-180.486,-119.949
10,7260,-113.665,-83.8658,-70.7388
10,7270,39.0647,224.417,-193.614
10,7280,-23.3026,148.064,15.1925
10,7290,-129.504,10.4179,-229.738
10,7300,-297.578,60.8156,57.4491
10,7310,-486.295,383.659,-719.055
10,7320,325.622,107.534,-153.91
10,7330,71.6544,163.387,36.6623
10,7340,-68.6101,-105.247,-302.292
10,7350,245.976,142.77,-25.5638
10,7360,-95.3885,-311.153,-19.1162
10,7370,-405.03,584.01,-411.073
10,7380,260.81,-59.3615,-291.162
10,7390,-111.547,-85.428,-259.242
10,7400,145.426,131.863,173.617
10,7410,-2.97113,246.901,174.015
10,7420,187.667,71.0749,-144.79
10,7430,3.77161,-223.25,-206.491
10,7440,-43.4811,-259.491,39.8526
10,7450,-21.3646,-87.4111,-95.4996
10,7460,-74.639,195.448,12.6376
10,7470,-185.239,-28.6087,-147.586
10,7480,60.5018,38.867,30.8335
10,7490,82.7067,78.5216,132.237
10,7500,95.3528,139.519,211.966
10,7510,-100.026,-89.946,227.738
10,7520,-289.087,91.683,103.64
10,7530,-296.154,73.2734,26.7519
10,7540,-341.836,98.8444,55.8643
10,7550,14.6031,83.3787,-88.9962
10,7560,-225.162,214.134,29.7197
10,7570,-43.6025,502.881,-95.1291
10,7580,34.2383,123.427,-55.9897
10,7590,65.692,-326.248,3.89734
10,7600,203.622,-61.7438,-138.419
10,7610,125.43,-170.3,195.833
10,7620,-218.775,92.3492,-206.296
10,7630,-78.7729,44.4845,150.524
10,7640,232.829,-86.0176,-156.55
10,7650,-103.128,-94.7326,-148.786
10,7660,180.693,-107.488,141.769
10,7670,-28.6224,116.388,-302.725
10,7680,-128.002,-26.9073,46.503
10,7690,40.9728,130.521,1.066
10,7700,57.1465,-92.4478,75.3069
10,7710,80.3137,-3.78949,22.2671
10,7720,19.6918,-104.742,-46.0041
10,7730,19.2539,-107.627,-71.1444
10,7740,-1.07187,37.4475,3.89997
10,7750,-141.292,23.7283,68.6173
10,7760,42.0324,-47.6135,-108.727
10,7770,-148.271,22.0535,42.2362
10,7780,-27.6556,18.5119,55.5485
10,7790,-0.834568,59.6305,70.1689
10,7800,52.2827,-5.03039,93.8051
10,7810,27.7567,-36.1954,-95.9958
10,7820,-17.8844,-20.1242,-108.885
10,7830,-40.209,-67.8103,-8.20744
10,7840,-55.4673,-6.01846,-44.3943
10,7850,124.701,1.57441,-21.0256
10,7860,1.55382,54.4226,-5.34418
10,7870,42.7793,31.3483,34.4893
10,7880,16.3559,51.5588,37.1534
10,7890,-13.0763,46.3635,-116.035
10,7900,68.0688,-55.8681,-84.2206
10,7910,-35.2812,-53.4525,27.4239
10,7920,-0.987998,-3.42928,94.7401
10,7930,43.6546,-33.5423,121.106
10,7940,-0.417888,-36.2911,-67.8697
10,7950,100.227,-79.5312,60.8519
10,7960,24.0033,-85.1967,74.6527
10,7970,-77.8449,-71.3714,122.978
10,7980,-33.7453,-24.1293,-56.0045
10,7990,-72.1719,-66.1266,-21.9412
10,8000,28.3987,-106.224,37.7325
10,8010,16.5245,3.23824,-84.2697
10,8020,54.8033,49.1294,-53.2307
10,8030,-66.8713,-99.2009,-28.8104
10,8040,45.3158,-37.1622,87.0801
10,8050,56.9107,24.4644,44.0217
10,8060,-67.6005,-11.1038,-95.0451
10,8070,64.2465,44.0945,-53.0149
10,8080,59.2222,-35.8226,-80.538
10,8090,19.6091,-13.3971,-4.50761
10,8100,65.5014,28.5692,-54.6653
10,8110,95.9957,-92.3762,-12.4386
10,8120,-77.0314,-78.4306,38.6863
10,8130,-22.1711,100.202,-39.0977
10,8140,47.4464,67.9896,-37.5018
10,8150,-21.5093,-114.548,18.335
10,8160,40.0916,52.3223,52.0032
10,8170,-54.8164,-88.2917,70.4243
10,8180,-72.5109,12.7231,106.922
10,8190,-21.0911,68.1928,28.9736
15,0,229.323,8.29077,-91.7058
15,10,93.844,-115.185,-78.6506
15,20,204.987,-299.349,104.251
15,30,150.859,-159.193,-92.8924
15,40,-35.4326,-376.771,-104.666
15,50,-145.047,-365.756,-111.146
15,60,-81.3691,-133.883,-254.141
15,70,354.327,21.0825,-230.188
15,80,225.714,-81.3442,-134.047
15,90,77.4011,298.499,44.849
15,100,-111.441,379.052,-155.965
15,110,60.2713,-26.2232,419.639
15,120,311.257,30.4322,236.129
15,130,-84.8819,-312.724,-110.142
15,140,328.033,-18.4995,221.511
15,150,84.0798,-163.263,-358.36
15,160,-288.053,-69.6385,-53.3052
15,170,-418.371,-44.6724,-252.47
15,180,-60.1573,-79.1226,63.2868
15,190,10.7369,-325.976,143.97
15,200,-159.351,114.924,-215.403
15,210,57.7988,41.4462,-233.199
15,220,-186.103,-128.767,92.1092
15,230,105.245,16.928,109.015
15,240,146.132,183.12,-350.02
15,250,-258.412,252.347,-110.55
15,260,-343.708,-92.688,-178.49
15,270,342.277,15.0518,249.381
15,280,-1310.18,-66.4622,636.761
15,290,-229.463,-79.7621,-242.016
15,300,-294.747,10.6894,-101.331
15,310,-222.952,-106.582,-174.411
15,320,380.986,236.709,24.2645
15,330,-423.551,69.6626,-249.975
15,340,318.883,-179.726,151.932
15,350,-120.409,-224.114,143.377
15,360,-290.687,229.443,0.302192
15,370,-270.598,44.3533,222.61
15,380,-24.3629,135.971,279.96
15,390,-731.946,183.863,-68.5644
15,400,-42.9031,-347.473,188.906
15,410,-148.396,-268.13,-234.194
15,420,101.889,102.638,6.36278
15,430,273.288,164.637,-201.382
15,440,27.3731,-111.839,-268.154
15,450,-338.912,-155.782,14.0257
15,460,6.52248,-252.397,-166.173
15,470,-29.8694,-74.5512,426.964
15,480,179.727,53.1769,-398.648
15,490,-273.23,62.8094,219.759
15,500,42.5912,-106.085,-440.138
15,510,52.8998,19.3759,-62.603
15,520,210.262,-357.988,-106.231
15,530,-322.008,66.6362,238.325
15,540,-174.674,-219.068,-99.0117
15,550,349.739,-278.43,-23.1929
15,560,125.727,-392.895,-120.765
15,570,-148.902,-440.441,-232.711
15,580,261.637,232.104,146.298
15,590,333.585,-217.975,32.8451
15,600,118.345,102.665,366.227
15,610,84.7704,-69.8764,-282.328
15,620,77.7145,358.287,177.618
15,630,-41.9104,-38.6553,430.939
15,640,188.476,-384.976,-203.627
15,650,-326.544,-241.193,-115.674
15,660,62.9456,-323.577,163.629
15,670,107.24,329.785,-295.691
15,680,-220.147,-0.411357,-359.238
15,690,-0.432869,-112.755,-434.941
15,700,-190.919,363.217,115.452
15,710,-296.233,-47.4165,35.3531
15,720,-243.476,-2.66812,267.568
15,730,-205.568,282.488,-207.41
15,740,-99.2304,280.261,-223.043
15,750,262.265,352.15,-122.684
15,760,-27.3743,-122.569,-256.4
15,770,142.606,168.003,124.017
15,780,192.545,-260.901,-148.517
15,790,302.12,-194.649,-226.675
15,800,295.882,218.298,-146.627
15,810,-45.7356,-122.509,-86.3564
15,820,70.2516,430.189,144.385
15,830,488.478,86.4712,139.436
15,840,-92.8363,147.502,6.70037
15,850,-244.275,-80.563,328.298
15,860,-69.0367,324.34,16.0418
15,870,-140.034,-381.218,200.96
15,880,269.246,258.007,112.064
15,890,240.421,18.108,-107.623
15,900,-216.503,-307.607,70.7138
15,910,-75.4912,256.494,303.171
15,920,300.718,196.172,138.075
15,930,123.541,78.3037,49.1463
15,940,3.45218,-131.718,750.666
15,950,227.956,-52.1536,8.91188
15,960,177.977,-256.386,150.898
15,970,136.981,251.208,-102.053
15,980,182.793,136.495,-210.551
15,990,-233.681,359.802,47.1321
15,1000,-291.473,-9.84125,-121.664
15,1010,441.933,-116.724,-106.515
15,1020,68.2522,-34.5283,244.384
15,1030,40.1058,329.284,198.058
15,1040,-153.988,74.4827,-57.3564
15,1050,20.769,114.741,38.5555
15,1060,-71.2149,10.9541,469.826
15,1070,-34.2218,57.5161,-290.402
15,1080,75.313,-100.592,-489.184
15,1090,296.341,-53.8827,-60.925
15,1100,-204.339,-20.2958,-79.2863
15,1110,49.1445,-314.538,-255.92
15,1120,21.3938,-160.61,137.385
15,1130,210.595,54.486,178.395
15,1140,-217.866,-9.95859,-307.83
15,1150,-43.4942,-76.7536,297.712
15,1160,243.203,177.576,-173.282
15,1170,-288.615,-269.853,132.529
15,1180,-16.5183,97.2016,33.4053
15,1190,-149.55,128.197,-383.212
15,1200,68.7831,-250.101,325.991
15,1210,-244.829,-198.66,-213.089
15,1220,379.665,2.52861,8.83809
15,1230,-305.272,210.063,126.397
15,1240,332.613,-23.1253,315.136
15,1250,457.869,-129.314,1.01033
15,1260,-281.832,348.866,4.70752
15,1270,-230.308,24.067,189.482
15,1280,-221.838,-113.401,-227.603
15,1290,-114.769,162.802,177.239
15,1300,-38.5721,8.54652,212.724
15,1310,148.05,-18.4934,-393.904
15,1320,-358.743,-222.916,-82.3995
15,1330,246.796,228.537,-210.669
15,1340,344.907,-120.44,-26.9996
15,1350,47.6268,-55.2724,77.445
15,1360,-174.766,97.1935,-411.5
15,1370,31.2376,-154.804,-419.424
15,1380,17.947,-7.18776,443.34
15,1390,-167.741,200.521,-333.003
15,1400,-50.7815,-361.431,-163.151
15,1410,272.843,-51.4498,109.665
15,1420,438.94,-192.509,-89.3411
15,1430,-215.072,-2.50547,-193.823
15,1440,-37.2219,303.756,271.492
15,1450,169.25,-304.189,234.643
15,1460,-420.219,135.424,7.01883
15,1470,-173.74,-2.95586,-342.898
15,1480,280.224,-292.849,159.182
15,1490,84.7608,-293.468,208.654
15,1500,-414.058,151.703,33.2711
15,1510,-222.378,-165.161,-64.1659
15,1520,-21.5897,-57.9484,418.155
15,1530,49.2596,-274.577,148.631
15,1540,211.284,15.9342,54.2003
15,1550,25.6217,468.575,55.0448
15,1560,-136.6,224.379,-296.288
15,1570,-284.426,128.463,-265.596
15,1580,326.062,1.62519,-3.63201
15,1590,-110.959,301.798,198.864
15,1600,-50.5049,163.843,-532.962
15,1610,317.423,-25.9096,-55.7294
15,1620,-134.847,363.37,422.406
15,1630,-365.912,191.898,-52.5914
15,1640,443.843,176.97,-51.3805
15,1650,370.938,-51.0228,22.5506
15,1660,135.262,251.136,-336.919
15,1670,75.8645,-26.0426,237.968
15,1680,-148.123,-438.592,87.6962
15,1690,19.895,-71.0861,-402.546
15,1700,15.1624,272.107,-253.576
15,1710,-98.1604,89.5844,24.3737
15,1720,-355.861,193.881,-139.829
15,1730,-441.779,11.1615,199.097
15,1740,-83.1478,213.189,-23.9653
15,1750,302.217,134.643,-256.829
15,1760,168.639,208.018,59.4743
15,1770,281.219,47.9297,-78.9211
15,1780,130.92,-99.4746,-432.999
15,1790,139.089,64.3559,441.387
15,1800,-227.966,133.375,-216.011
15,1810,-107.456,-222.24,180.366
15,1820,192.847,-164.835,-254.854
15,1830,121.938,-20.3603,236.955
15,1840,-238.652,-34.1959,-97.6412
15,1850,282.333,37.7289,56.5007
15,1860,-96.0263,451.108,-64.0433
15,1870,-168.5,-320.55,-268.954
15,1880,14.8352,287.013,275.466
15,1890,120.17,-279.792,22.4869
15,1900,-52.2617,223.602,-452.084
15,1910,74.9959,-113.081,-10.6065
15,1920,-324.358,213.428,-217.025
15,1930,-165.422,-95.6758,92.2845
15,1940,357.954,41.382,-94.1078
15,1950,-211.928,60.7341,-397.866
15,1960,99.7259,-79.5849,133.224
15,1970,-44.5023,-314.383,216.562
15,1980,-22.1359,-61.533,-137.746
15,1990,-127.208,-19.2186,449.318
15,2000,377.925,198.645,284.35
15,2010,-289.191,-138.062,8.00417
15,2020,66.6938,112.53,455.488
15,2030,205.672,-26.2652,30.1194
15,2040,110.656,-101.128,353.06
15,2050,43.1958,191.593,95.3489
15,2060,92.1299,-119.286,272.405
15,2070,-69.5226,-233.064,219.181
15,2080,-245.76,-132.018,-17.345
15,2090,23.944,-268.943,-158.303
15,2100,46.6274,-432.093,-3.39273
15,2110,-166.844,178.165,229.055
15,2120,-190.226,399.885,-70.8
15,2130,-313.4,-287.993,-100.621
15,2140,128.892,261.49,-218.623
15,2150,176.833,-163.558,-198.604
15,2160,47.4459,341.033,280.747
15,2170,-296.529,233.296,8.36337
15,2180,149.842,-815.728,-658.995
15,2190,-55.6323,364.782,186.033
15,2200,-112.402,211.831,339.118
15,2210,145.675,-39.9757,-229.592
15,2220,-64.3263,-381.875,245.105
15,2230,427.631,119.536,-135.317
15,2240,256.075,-73.5332,151.411
15,2250,290.541,-185.657,-281.789
15,2260,-317.613,199.135,-138.542
15,2270,-201.805,133.399,-346.763
15,2280,107.312,-128.403,-338.77
15,2290,-5.14261,-63.8364,-307.458
15,2300,114.261,-231.535,-43.8817
15,2310,-322.469,183.716,-24.9762
15,2320,-296.406,-21.7823,6.1649
15,2330,-150.927,-291.001,229.373
15,2340,346.078,-1.67169,248.972
15,2350,105.382,-305.519,-225.481
15,2360,197.722,-53.754,525.79
15,2370,-467.963,-149.699,25.3811
15,2380,-2994.12,1118.35,4532.46
15,2390,4.97223,-20.9676,-93.9157
15,2400,51.5969,3.58505,326.211
15,2410,-394.697,-168.214,226.777
15,2420,168.608,-23.9786,-233.489
15,2430,-441.702,38.113,170.809
15,2440,19.3926,-4.69195,271.72
15,2450,0.270878,127.491,211.484
15,2460,87.2319,-105.275,68.5885
15,2470,163.571,-26.5822,-109.617
15,2480,-151.399,382.22,121.468
15,2490,-98.9966,200.49,156.048
15,2500,-269.902,-41.0769,193.711
15,2510,-141.675,-96.3266,-242.77
15,2520,37.8291,-252.844,329.91
15,2530,80.1577,-37.4936,-266.462
15,2540,-142.441,488.554,2.86485
15,2550,-218.232,-74.9933,218.87
15,2560,-485.303,-39.0548,17.6831
15,2570,95.812,275.83,360.551
15,2580,-102.292,321.562,-50.836
15,2590,340.118,118.407,-224.403
15,2600,-73.8709,-81.9394,87.4014
15,2610,439.377,-154.696,27.348
15,2620,88.4949,299.136,55.0805
15,2630,-28.5441,40.0814,-275.389
15,2640,120.842,-297.508,190.936
15,2650,-150.378,108.306,-208.446
15,2660,80.5649,-285.172,-182.276
15,2670,-313.773,-18.7075,289.74
15,2680,-103.773,300.996,179.254
15,2690,297.816,-186.156,100.104
15,2700,-197.136,-34.8666,-168.255
15,2710,-288.019,249.268,39.3471
15,2720,-246.701,204.127,60.376
15,2730,-41.6013,-145.561,-438.448
15,2740,162.173,49.4858,-257.958
15,2750,-229.606,-289.099,-182.672
15,2760,-181.495,-396.879,58.4373
15,2770,-343.235,2.59874,271.853
15,2780,137.486,-342.007,0.155697
15,2790,-285.495,42.8125,275.701
15,2800,-93.8074,122.576,-25.1224
15,2810,241.695,-165.093,-387.747
15,2820,-151.966,-54.4933,260.851
15,2830,167.237,287.566,29.9265
15,2840,22.9431,119.656,-25.8008
15,2850,-401.482,-175.377,32.3261
15,2860,108.809,-204.951,-198.388
15,2870,-124.838,-381.088,-116.547
15,2880,-128.941,-80.1975,410.974
15,2890,100.288,160.717,-274.844
15,2900,-223.671,846.81,-1516.76
15,2910,-65.982,174.153,176.311
15,2920,311.683,-113.58,-286.406
15,2930,91.0555,34.4415,17.3077
15,2940,-10.8819,98.6959,-373.478
15,2950,-208.644,-208.218,245.646
15,2960,208.213,169.245,-223.196
15,2970,204.439,395.944,-40.5329
15,2980,-102.592,201.476,-244.1
15,2990,59.5275,123.148,-162.542
15,3000,81.9335,-4.376,184.255
15,3010,192.632,-492.922,42.8148
15,3020,174.258,-76.2979,-194.643
15,3030,312.611,93.3758,271.698
15,3040,243.212,176.478,-33.4176
15,3050,5.62077,-305.688,119.834
15,3060,121.708,-112.237,198.493
15,3070,-340.969,217.904,174.227
15,3080,-355.674,281.212,-9.0171
15,3090,-11.2605,-35.8665,-477.519
15,3100,223.619,-66.8426,345.003
15,3110,-96.7076,44.1617,711.962
15,3120,166.549,246.68,-204.434
15,3130,313.812,-72.3294,242.327
15,3140,396.403,30.356,-60.264
15,3150,243.018,98.8877,-222.85
15,3160,-63.6674,206.264,-356.205
15,3170,-318.022,315.368,-37.7126
15,3180,-142.33,-53.7901,-151.833
15,3190,-84.6608,-189.164,-411.87
15,3200,73.113,159.89,414.243
15,3210,-327.402,248.801,-1.29909
15,3220,-196.433,18.8808,3.26818
15,3230,291.612,121.469,-68.2944
15,3240,-238.027,39.9056,121.591
15,3250,-202.644,-224.327,159.307
15,3260,31.0472,66.5186,384.854
15,3270,169.88,224.569,295.675
15,3280,-22.3098,94.1192,-213.609
15,3290,-413.202,224.591,-47.7509
15,3300,-301.311,-273.708,-105.607
15,3310,178.558,16.4504,-23.9188
15,3320,-174.704,87.8904,393.552
15,3330,217.566,-227.549,-30.8625
15,3340,-136.779,-448.979,48.3733
15,3350,-244.242,155.343,-399.694
15,3360,99.8827,-20.829,-304.408
15,3370,419.845,73.6921,-10.0005
15,3380,107.513,115.18,234.885
15,3390,507.196,-0.376223,180.46
15,3400,174.429,284.973,189.503
15,3410,63.9567,-255.945,7.22897
15,3420,-365.52,60.302,-283.899
15,3430,125.201,88.0929,327.149
15,3440,-25.7125,-55.1555,-456.527
15,3450,112.649,-327.956,-111.268
15,3460,-3.97286,-50.5091,58.2731
15,3470,-200.065,56.5964,379.506
15,3480,187.784,349.049,113.195
15,3490,288.519,4.47777,-99.9612
15,3500,-140.201,48.1533,29.2841
15,3510,-71.0671,-100.224,-483.29
15,3520,-159.389,284.743,-61.92
15,3530,193.487,-62.406,-95.6934
15,3540,325.672,344.245,100.917
15,3550,-361.441,120.252,-162.101
15,3560,-286.095,-295.131,-138.743
15,3570,18.3252,469.134,-83.0109
15,3580,124.665,401.195,-95.0674
15,3590,-251.185,70.661,-321.337
15,3600,286.67,40.1626,-100.152
15,3610,-72.8529,-254.99,63.8845
15,3620,333.052,14.884,-288.94
15,3630,84.3636,-71.3176,83.1462
15,3640,-235.238,34.8318,-160.746
15,3650,-304.822,202.402,-63.1075
15,3660,8.13797,108.701,-419.791
15,3670,48.5886,123.559,47.2714
15,3680,107.648,63.0986,133.902
15,3690,-4.35209,-13.0879,-115.669
15,3700,-173.935,-46.9749,-333.021
15,3710,497.983,-126.609,31.8907
15,3720,-246.314,-209.153,-328.123
15,3730,425.695,-52.366,-6.01784
15,3740,381.204,-68.0638,283.552
15,3750,-140.69,-36.0278,224.85
15,3760,-236.805,204.938,156.025
15,3770,-273.473,76.6165,-358.011
15,3780,104.743,60.7961,-346.211
15,3790,119.164,-357.722,54.5195
15,3800,373.124,45.1436,-50.5263
15,3810,-45.3269,253.051,323.05
15,3820,279.1,311.861,-86.9739
15,3830,233.435,-29.1336,-298.875
15,3840,60.3145,-311.331,-206.956
15,3850,197.507,86.6228,238.102
15,3860,54.7748,13.5347,71.2456
15,3870,-157.918,-41.2636,58.2951
15,3880,158.69,21.7879,-129.372
15,3890,180.77,53.5538,288.474
15,3900,337.537,82.8379,342.552
15,3910,-292.308,-263.384,111.947
15,3920,101.297,-228.367,77.2268
15,3930,95.305,310.875,-317.98
15,3940,277.144,61.6905,-512.164
15,3950,-44.7762,255.179,-452.13
15,3960,-352.18,-105.919,-249.05
15,3970,-89.5458,398.949,199.282
15,3980,302.884,-110.147,6.646
15,3990,361.053,-111.91,122.721
15,4000,-420.528,130.302,79.2331
15,4010,-16.1398,194.299,364.743
15,4020,382.948,-225.548,-98.371
15,4030,85.2127,-305.283,-237.345
15,4040,-396.389,-176.798,-48.0707
15,4050,445.862,39.2382,37.7583
15,4060,-213.023,222.151,57.5527
15,4070,70.7259,-112.334,-14.1486
15,4080,-259.615,30.7397,-332.23
15,4090,-407.437,63.1482,-101.717
15,4100,309.102,-6.86577,190.926
15,4110,303.471,-251.726,201.749
15,4120,202.831,36.2183,-268.134
15,4130,218.023,-41.235,417.416
15,4140,-154.07,-261.396,288.84
15,4150,217.437,63.4353,-374.303
15,4160,-62.6176,-52.55,145.96
15,4170,-276.725,221.393,109.69
15,4180,-198.655,169.553,18.5627
15,4190,233.439,-13.9651,37.9531
15,4200,275.756,232.521,52.1327
15,4210,170.072,-57.6962,309.415
15,4220,-254.25,182.874,38.3215
15,4230,-344.484,207.869,112.682
15,4240,210.596,-330.806,116.504
15,4250,73.1654,-284.748,314.289
15,4260,193.642,409.101,170.807
15,4270,-424.474,-195.625,15.1173
15,4280,-282.38,-38.9771,257.488
15,4290,43.8404,406.999,39.7722
15,4300,-212.359,-47.6003,-191.743
15,4310,78.214,475.342,10.4918
15,4320,-294.642,169.453,135.891
15,4330,-246.381,-268.102,139.558
15,4340,-68.4509,148.868,-432.51
15,4350,229.913,-175.209,-522.229
15,4360,-146.012,-305.387,-220.049
15,4370,342.702,184.617,65.0547
15,4380,16.8291,367.487,-43.7943
15,4390,340.358,44.357,-134.042
15,4400,-152.827,390.444,119.505
15,4410,-330.493,179.253,160.679
15,4420,-320.096,-235.68,142.849
15,4430,-154.286,-436.73,37.4449
15,4440,-133.922,-294.35,-202.273
15,4450,237.373,-252.802,177.141
15,4460,-291.961,-224.81,-40.5657
15,4470,233.466,22.1495,198.511
15,4480,-289.677,-175.07,145.387
15,4490,313.616,88.8343,-149.226
15,4500,268.652,-89.5251,-23.1337
15,4510,374.668,-81.9171,-266.231
15,4520,246.328,73.2619,32.4977
15,4530,357.017,-59.7942,53.1602
15,4540,-280.118,-204.672,-159.089
15,4550,60.7206,-27.8377,-111.92
15,4560,13.4013,-237.113,-313.835
15,4570,143.215,-85.4766,-426.305
15,4580,-345.35,-83.54,-280.333
15,4590,-328.392,26.1406,157.514
15,4600,-124.383,-277.516,-266.035
15,4610,-223.762,-171.427,249.921
15,4620,-95.8946,-168.908,407.06
15,4630,215.866,-101.612,375.172
15,4640,-94.6851,4.76933,488.22
15,4650,89.6664,-177.44,337.714
15,4660,53.6836,-290.511,136.47
15,4670,141.215,-146.509,-273.788
15,4680,103.591,421.316,74.6122
15,4690,-7.37349,40.5232,-55.1338
15,4700,69.3463,-372.013,-236.572
15,4710,-269.231,-116.426,220.472
