step,id,x,y,z
0,540,-10.5303,-13.1857,-5.91783
0,550,21.0304,-16.6205,-1.45059
0,560,7.36788,-23.6896,-7.09979
0,570,-8.70412,-26.6682,-14.0549
0,580,15.9983,13.8841,8.79437
0,590,20.0964,-13.3929,2.22315
0,600,6.85154,6.07476,22.0919
0,610,5.19939,-4.21964,-17.1178
0,620,4.70888,21.64,10.6022
0,630,-2.47909,-2.28144,26.2371
0,640,11.0365,-23.1991,-12.0746
0,650,-19.5744,-14.3459,-6.77765
0,660,3.82682,-19.4887,9.69093
0,670,6.62583,19.7691,-17.6477
0,680,-13.1445,-0.073889,-21.729
0,690,-0.018199,-6.71955,-26.4318
0,700,-11.4026,21.9269,6.88812
0,710,-17.8797,-2.86822,2.23003
0,720,-14.6624,-0.294554,16.094
0,730,-12.1583,16.9483,-11.9552
0,740,-5.83771,16.9864,-13.4886
0,750,15.7879,21.1901,-7.18271
0,760,-1.69026,-7.39093,-15.4986
0,770,8.57487,10.2723,7.52944
0,780,11.5137,-15.7317,-8.8851
0,790,18.0192,-11.4443,-13.4047
0,800,17.7746,13.0115,-8.7166
0,810,-2.8504,-7.39601,-5.20613
0,820,4.18728,26.2111,8.81848
0,830,29.6756,5.14964,8.319
0,840,-5.53085,9.01592,0.457218
0,850,-14.5106,-4.68802,19.6689
0,860,-4.25033,19.6277,0.993914
0,870,-8.2091,-23.0322,12.1406
0,880,16.129,15.4556,6.65037
0,890,14.7219,1.16686,-6.77531
0,900,-12.9854,-18.5436,4.39417
0,910,-4.42886,15.306,18.1495
0,920,17.929,11.4397,8.05662
0,930,7.39214,4.73078,2.97661
0,940,0.473384,-8.39224,46.3205
0,950,13.9169,-2.91464,0.617605
0,960,10.7515,-15.3946,8.97273
0,970,8.24962,15.0927,-6.26747
0,980,10.9001,8.19107,-12.4856
0,990,-14.068,21.7326,2.79748
0,1000,-17.6031,-0.606641,-7.23744
0,1010,26.7704,-6.96435,-6.34896
0,1020,4.07142,-1.93231,14.668
0,1030,2.4184,20.01,12.1969
0,1040,-9.265,4.35801,-3.28328
0,1050,1.48679,6.97996,2.21304
0,1060,-4.40449,0.584139,28.5276
0,1070,-1.98124,3.42417,-17.5666
0,1080,4.4146,-5.89418,-29.7106
0,1090,17.9183,-3.22196,-3.85454
0,1100,-12.4808,-1.32784,-4.86404
0,1110,3.00769,-19.1038,-15.3694
0,1120,1.27162,-9.67081,8.27898
0,1130,13.8822,3.37934,10.971
0,1140,-13.1225,-0.633589,-18.6023
0,1150,-2.45934,-4.64325,17.9485
0,1160,14.4432,10.6341,-10.1374
0,1170,-17.2938,-16.0146,8.24443
0,1180,-0.93375,5.91741,2.01303
0,1190,-8.65838,7.41121,-23.0749
0,1200,3.77558,-15.1276,19.5246
0,1210,-14.7157,-11.9252,-12.767
0,1220,22.9856,-0.0106349,0.5994
0,1230,-18.4357,12.6924,7.61936
0,1240,19.9985,-1.33785,19.0329
0,1250,27.763,-7.59904,0.1977
0,1260,-16.9033,20.9818,0.436101
0,1270,-13.8338,1.37277,11.5749
0,1280,-13.3822,-6.75305,-13.7845
0,1290,-7.4433,9.48801,10.6895
0,1300,-2.35952,0.498072,12.9963
0,1310,8.58795,-1.14494,-23.773
0,1320,-21.532,-13.1327,-4.80458
0,1330,14.6617,13.5093,-12.3806
0,1340,20.8781,-7.19183,-1.53126
0,1350,2.9043,-3.36722,4.6431
0,1360,-10.3493,5.74556,-24.8776
0,1370,2.02848,-9.29122,-25.4801
0,1380,0.932772,-0.180015,26.9214
0,1390,-9.82391,11.7665,-19.9399
0,1400,-2.79333,-22.216,-9.42467
0,1410,16.4721,-3.09057,6.63642
0,1420,26.5893,-11.5531,-5.45972
0,1430,-13.0993,-0.198701,-11.6567
0,1440,-2.22758,18.2677,16.2525
0,1450,9.82101,-18.1622,13.7895
0,1460,-25.4111,8.02513,0.359628
0,1470,-10.3375,-0.156977,-20.6807
0,1480,16.7413,-17.5788,9.53125
0,1490,5.16344,-17.879,12.4498
0,1500,-25.1414,9.20073,2.04475
0,1510,-13.4847,-9.96685,-3.74989
0,1520,-1.2458,-3.39889,25.3695
0,1530,2.92497,-16.5843,8.90639
0,1540,12.6858,0.938502,3.12241
0,1550,1.59343,28.4552,3.33938
0,1560,-8.00463,13.4588,-17.7442
0,1570,-16.8992,7.38749,-15.7203
0,1580,19.6712,0.11345,-0.469587
0,1590,-6.64718,18.236,11.9246
0,1600,-2.90173,9.90966,-32.4535
0,1610,19.0897,-1.41943,-3.1693
0,1620,-8.10631,21.814,25.5376
0,1630,-22.291,11.5447,-3.16256
0,1640,26.8823,10.5705,-2.98552
0,1650,22.575,-3.04137,1.34779
0,1660,8.02125,15.118,-20.3271
0,1670,4.56935,-1.45656,14.3725
0,1680,-8.98947,-26.5905,5.21252
0,1690,0.767336,-4.74215,-24.3691
0,1700,0.937383,16.4515,-15.2111
0,1710,-5.8933,5.48435,1.37646
0,1720,-21.423,11.507,-8.19889
0,1730,-26.7372,0.624033,11.9054
0,1740,-4.95831,12.925,-1.4177
0,1750,18.0166,7.85603,-15.2192
0,1760,10.3449,12.638,3.83601
0,1770,16.9584,2.81401,-4.70394
0,1780,7.71944,-6.02469,-26.2378
0,1790,8.21165,3.76501,26.8101
0,1800,-13.652,8.09926,-12.9866
0,1810,-6.49119,-13.513,10.8857
0,1820,11.3365,-9.59207,-15.1613
0,1830,7.27669,-1.17294,14.2771
0,1840,-14.339,-2.13763,-5.72438
0,1850,17.0413,2.34494,3.41996
0,1860,-5.77521,27.3286,-4.12053
0,1870,-10.0997,-19.367,-16.2133
0,1880,0.828917,17.1127,16.4054
0,1890,7.18551,-16.9829,1.10019
0,1900,-2.75775,13.4861,-27.7115
0,1910,4.51465,-6.67079,-0.464649
0,1920,-19.4922,12.8062,-12.9437
0,1930,-9.99815,-5.81424,5.56035
0,1940,21.6145,2.4096,-5.57275
0,1950,-12.5894,3.60359,-24.0687
0,1960,6.35612,-4.58,7.97137
0,1970,-2.62122,-18.8903,12.8367
0,1980,-1.15324,-3.57903,-8.45958
0,1990,-7.51716,-1.17384,27.259
0,2000,22.9989,12.0764,16.9976
0,2010,-17.5133,-8.32673,0.543582
0,2020,3.94147,6.71728,27.6348
0,2030,12.4853,-1.60124,1.84189
0,2040,6.62135,-5.94242,21.3635
0,2050,2.65851,11.5744,5.78409
0,2060,5.26162,-7.16578,16.4276
0,2070,-4.21498,-14.0369,13.2284
0,2080,-14.9527,-7.94967,-0.974121
0,2090,1.34164,-16.2359,-9.5931
0,2100,2.56367,-26.1964,-0.505824
0,2110,-9.99438,10.8046,13.8105
0,2120,-11.3048,24.1936,-4.13558
0,2130,-18.8846,-17.2422,-6.15879
0,2140,7.76752,15.7007,-12.9599
0,2150,10.6667,-9.68553,-11.9232
0,2160,2.84191,20.456,16.7197
0,2170,-18.0037,13.921,0.48188
0,2180,9.23721,-50.7288,-40.7967
0,2190,-3.06743,22.0226,11.0783
0,2200,-6.39965,12.659,20.3712
0,2210,8.67721,-2.47593,-13.6973
0,2220,-4.06831,-23.0813,14.6076
0,2230,25.9307,7.13743,-8.05981
0,2240,15.4529,-4.28454,9.00823
0,2250,17.5617,-11.1046,-17.0246
0,2260,-19.2835,12.0839,-8.39507
0,2270,-12.1041,7.87373,-20.8589
0,2280,6.03437,-7.46708,-20.3297
0,2290,-0.309925,-3.75531,-18.6701
0,2300,6.96008,-14.0072,-2.57271
0,2310,-19.4842,11.0267,-1.64339
0,2320,-17.9948,-1.23687,0.414727
0,2330,-9.08324,-17.5314,13.792
0,2340,20.8485,-0.364108,15.0376
0,2350,6.24647,-18.3154,-13.4254
0,2360,12.3181,-3.67205,32.0499
0,2370,-28.827,-8.79336,1.61692
0,2380,-188.003,70.4185,282.964
0,2390,0.267787,-1.26401,-5.62246
0,2400,2.75489,0.445573,19.7166
0,2410,-23.9955,-10.9998,13.3386
0,2420,9.94302,-1.12885,-14.0651
0,2430,-27.0355,2.5911,10.5611
0,2440,1.32844,-0.329862,16.4565
0,2450,0.104253,7.75129,12.9029
0,2460,5.32488,-6.41654,4.17715
0,2470,9.79729,-1.50118,-6.61648
0,2480,-9.00144,23.146,7.46941
0,2490,-5.95854,12.0933,9.41764
0,2500,-16.1613,-2.50658,11.7737
0,2510,-8.54334,-5.90776,-14.6324
0,2520,2.18645,-15.2061,19.9119
0,2530,4.83933,-2.12013,-16.0795
0,2540,-8.39211,29.7407,0.528308
0,2550,-13.0139,-4.50003,13.3131
0,2560,-29.4676,-2.27263,1.07199
0,2570,5.85889,16.5046,21.6742
0,2580,-5.7519,19.8406,-2.95421
0,2590,20.5542,7.12484,-13.4561
0,2600,-4.40124,-4.93728,5.30781
0,2610,26.5935,-9.2488,1.48984
0,2620,5.25181,18.0471,3.28112
0,2630,-1.53213,2.33617,-16.6882
0,2640,7.26792,-17.9724,11.4268
0,2650,-9.0743,6.53103,-12.5941
0,2660,4.70166,-17.2521,-10.8656
0,2670,-18.877,-1.19311,17.3702
0,2680,-6.25819,18.1433,10.7408
0,2690,17.8848,-11.062,5.66668
0,2700,-11.9258,-2.08685,-10.0679
0,2710,-17.2631,14.9188,2.35001
0,2720,-14.8863,12.3999,3.73427
0,2730,-2.46832,-8.66553,-26.5697
0,2740,9.58874,2.68682,-15.3704
0,2750,-13.8196,-17.4714,-10.9222
0,2760,-10.7957,-23.9798,3.47162
0,2770,-20.7571,0.149844,16.4329
0,2780,8.3279,-20.7827,0.0696396
0,2790,-17.0958,2.27895,16.4639
0,2800,-5.63044,7.42229,-1.47623
0,2810,14.3769,-9.7827,-23.4053
0,2820,-9.14427,-3.15756,15.7937
0,2830,9.98565,17.3729,1.80149
0,2840,1.46805,7.27261,-1.52488
0,2850,-24.3396,-10.4938,1.96788
0,2860,6.50848,-12.3096,-12.0127
0,2870,-7.40104,-23.1282,-6.96478
0,2880,-7.72624,-4.8877,24.9576
0,2890,6.08688,9.68053,-16.5981
0,2900,-13.1206,53.5791,-94.156
0,2910,-3.84719,10.5745,10.7546
0,2920,18.8653,-6.84256,-17.2689
0,2930,5.62186,2.09841,0.911384
0,2940,-0.640568,6.04081,-22.7257
0,2950,-12.3015,-12.3619,14.6302
0,2960,12.5188,10.2244,-13.4909
0,2970,12.6765,24.0613,-2.22864
0,2980,-6.0813,12.2168,-14.769
0,2990,3.49975,7.38985,-9.75198
0,3000,4.88717,-0.252748,11.1606
0,3010,11.3264,-30.0038,2.48508
0,3020,10.6466,-4.53944,-11.8136
0,3030,18.7472,5.56221,16.2296
0,3040,14.5977,10.6375,-1.95934
0,3050,0.42987,-18.491,7.14916
0,3060,7.22094,-6.74806,12.0196
0,3070,-20.5724,12.998,10.2395
0,3080,-21.4959,16.9483,-0.332314
0,3090,-0.73204,-2.07738,-29.0984
0,3100,13.3773,-4.52437,20.7971
0,3110,-6.78907,3.48536,44.389
0,3120,10.0552,14.8832,-12.1802
0,3130,18.8719,-4.36869,14.5989
0,3140,24.1284,1.8853,-3.64049
0,3150,14.701,5.93608,-13.5719
0,3160,-3.84583,12.5386,-21.5588
0,3170,-19.0287,18.8507,-2.41535
0,3180,-8.55529,-3.31258,-9.20033
0,3190,-4.80533,-11.3005,-24.9358
0,3200,4.34569,9.4675,25.0425
0,3210,-19.7594,14.9003,0.061003
0,3220,-11.8883,1.13264,0.258913
0,3230,17.5362,7.21661,-4.21184
0,3240,-14.3931,2.40777,7.4617
0,3250,-12.0006,-13.4023,9.40137
0,3260,1.77051,3.98302,23.3082
0,3270,9.99129,13.3667,17.6944
0,3280,-1.25033,5.73779,-12.9619
0,3290,-24.9683,13.381,-2.73573
0,3300,-17.9986,-16.2847,-6.06652
0,3310,10.8477,0.684375,-1.3438
0,3320,-10.3674,5.10862,23.8537
0,3330,12.8996,-13.563,-1.76855
0,3340,-8.26481,-27.219,2.85606
0,3350,-14.6623,9.21085,-24.2096
0,3360,6.27098,-1.42443,-18.4191
0,3370,25.4945,4.31056,-0.582099
0,3380,6.40853,6.92011,14.1628
0,3390,30.8126,0.0944765,10.697
0,3400,10.1676,16.9337,11.0536
0,3410,3.89319,-15.2818,0.757397
0,3420,-22.0102,3.52134,-16.9945
0,3430,7.38616,5.34376,19.7433
0,3440,-1.4692,-3.41524,-27.7135
0,3450,6.86378,-19.9189,-6.68533
0,3460,-0.0949144,-3.12373,3.43439
0,3470,-11.9063,3.28634,22.9004
0,3480,11.0608,20.9694,6.63132
0,3490,17.4068,0.227402,-5.91366
0,3500,-8.33231,2.93117,1.75091
0,3510,-4.26637,-5.85559,-29.3572
0,3520,-9.53329,17.1853,-3.66595
0,3530,12.2236,-3.74477,-5.70089
0,3540,19.7066,20.7886,6.06434
0,3550,-21.8364,7.18349,-9.70502
0,3560,-17.0127,-17.6812,-7.98095
0,3570,1.16447,28.4745,-4.93197
0,3580,7.557,24.3426,-5.69526
0,3590,-15.1405,4.22697,-19.4336
0,3600,17.3022,2.37452,-5.95273
0,3610,-4.42595,-15.3285,3.85727
0,3620,20.0527,0.993245,-17.3148
0,3630,5.05571,-4.16996,5.07417
0,3640,-13.94,1.6863,-9.4984
0,3650,-18.6271,12.0579,-3.87837
0,3660,0.548502,6.58369,-25.4697
0,3670,2.94818,7.43557,2.80284
0,3680,6.52987,3.84745,8.09216
0,3690,-0.192981,-0.868814,-6.9151
0,3700,-10.4276,-2.73333,-20.0752
0,3710,30.2596,-7.42991,2.07796
0,3720,-14.5664,-12.4617,-19.6844
0,3730,25.8444,-3.15336,-0.413313
0,3740,22.9631,-3.96837,16.9652
0,3750,-8.53624,-2.25862,13.722
0,3760,-14.3838,12.4316,9.47816
0,3770,-16.5784,4.6333,-21.7907
0,3780,6.14736,3.58088,-20.9626
0,3790,7.05999,-21.7347,3.08681
0,3800,22.5879,2.64096,-3.09396
0,3810,-2.82622,15.0829,19.388
0,3820,16.6951,18.6943,-5.14641
0,3830,13.8863,-1.80811,-17.9507
0,3840,3.57825,-18.7429,-12.461
0,3850,11.8663,5.27591,14.1871
0,3860,3.37442,0.786686,4.25616
0,3870,-9.44826,-2.4429,3.65444
0,3880,9.76034,1.42584,-7.82624
0,3890,10.8141,3.27415,17.4694
0,3900,20.3126,5.02339,20.5649
0,3910,-17.7576,-16,6.86066
0,3920,6.11934,-13.7327,4.59773
0,3930,5.68989,18.6581,-19.035
0,3940,16.8108,3.69544,-31.1661
0,3950,-2.54622,15.3459,-27.4624
0,3960,-21.1674,-6.08748,-14.8079
0,3970,-5.42455,24.1794,11.9436
0,3980,18.3657,-6.64441,0.400683
0,3990,21.7979,-6.67667,7.18754
0,4000,-25.5273,7.83936,4.72907
0,4010,-1.20302,11.4672,22.0739
0,4020,23.0909,-13.3094,-5.52568
0,4030,5.25453,-18.5711,-14.198
0,4040,-23.9375,-10.5237,-2.79545
0,4050,27.053,2.23327,2.12087
0,4060,-12.8956,13.5695,3.43808
0,4070,3.73116,-6.73719,-1.5935
0,4080,-15.5146,1.93854,-19.9693
0,4090,-24.6943,3.82287,-6.13446
0,4100,18.6369,-0.444355,11.5404
0,4110,18.6012,-15.1005,12.318
0,4120,12.0794,2.21545,-16.1996
0,4130,13.0271,-2.50693,25.2636
0,4140,-9.05493,-15.6809,17.3557
0,4150,12.8939,3.69439,-22.5445
0,4160,-3.76076,-3.01065,8.76413
0,4170,-16.5808,13.1378,6.51556
0,4180,-11.5777,10.006,1.00052
0,4190,14.7536,-1.24237,2.73428
0,4200,16.6159,14.025,3.17094
0,4210,9.95303,-3.01755,18.5084
0,4220,-15.3123,11.2862,2.16484
0,4230,-20.7452,12.343,6.77318
0,4240,12.5885,-19.9053,6.72368
0,4250,4.34456,-17.1506,18.8813
0,4260,11.5609,24.7428,10.1858
0,4270,-25.6868,-11.6615,0.946037
0,4280,-17.0308,-2.57602,15.569
0,4290,2.71391,24.7166,2.42549
0,4300,-12.8344,-2.81868,-11.5259
0,4310,4.81997,28.9369,0.934413
0,4320,-17.681,9.99135,7.90404
0,4330,-15.2407,-16.2013,8.08735
0,4340,-3.97726,8.78012,-26.167
0,4350,15.0774,-10.2762,-32.0106
0,4360,-8.70327,-18.4902,-13.226
0,4370,20.6629,11.1108,3.68117
0,4380,1.04015,22.291,-2.6154
0,4390,20.594,2.54102,-8.10633
0,4400,-9.00547,23.6036,7.03153
0,4410,-19.8697,10.5952,9.40113
0,4420,-19.227,-14.0897,8.47247
0,4430,-9.33087,-26.4741,2.28034
0,4440,-7.91355,-17.8322,-12.1446
0,4450,14.166,-15.1168,10.4208
0,4460,-17.5615,-13.498,-2.5039
0,4470,13.8687,1.45928,11.8107
0,4480,-17.3809,-10.481,8.67734
0,4490,18.9605,5.29348,-8.9958
0,4500,16.2907,-5.48964,-1.32676
0,4510,22.6372,-4.85813,-16.0008
0,4520,14.7532,4.57375,1.75873
0,4530,21.585,-3.47807,3.06604
0,4540,-16.7856,-12.2202,-9.32946
0,4550,3.87479,-1.6605,-6.54171
0,4560,1.29405,-14.4004,-18.8649
0,4570,8.52271,-5.05558,-25.822
0,4580,-20.8042,-4.94203,-16.8147
0,4590,-19.832,1.37374,9.336
0,4600,-7.33523,-16.6336,-15.8777
0,4610,-13.4372,-10.1905,15.0367
0,4620,-5.78983,-10.0223,24.6247
0,4630,12.7845,-5.76442,22.5917
0,4640,-5.23551,-0.160645,29.6966
0,4650,5.36071,-10.51,20.3668
0,4660,3.2191,-17.522,8.19525
0,4670,8.43476,-8.79221,-16.5653
0,4680,6.18819,25.5266,4.56083
0,4690,-0.334135,2.44827,-3.28307
0,4700,4.02329,-22.3879,-14.0762
0,4710,-16.2109,-6.93604,13.2912
0,4720,8.47676,6.3185,-2.76459
0,4730,-13.4068,8.9017,-18.3299
0,4740,-11.1026,-0.851615,14.2928
0,4750,-6.78082,-7.71742,-11.3015
0,4760,4.32038,-24.6911,2.91528
0,4770,6.97106,12.2155,-11.4094
0,4780,5.43774,3.56379,-24.1725
0,4790,6.41713,11.4596,20.8115
0,4800,-24.5134,-1.3971,12.2737
0,4810,13.0458,-22.1118,-3.05285
0,4820,-29.714,0.00434967,4.17318
0,4830,5.17692,-5.53029,8.60888
0,4840,1.0594,-1.917,14.6429
0,4850,10.1125,-0.832766,7.00301
0,4860,-15.3931,-15.209,-14.6354
0,4870,-4.6181,-29.8421,-7.10084
0,4880,-9.15449,-15.1928,6.83627
0,4890,7.00916,-11.2896,-11.2904
0,4900,9.69928,-1.24562,15.9136
0,4910,-5.35066,-5.4063,23.5518
0,4920,8.48145,-10.8333,-18.6432
0,4930,-9.42726,7.46178,-14.1642
0,4940,-2.54962,-26.8556,7.82098
0,4950,9.18322,-23.3797,19.5985
0,4960,-9.80029,3.18152,-14.2587
0,4970,9.52203,1.26749,-21.9108
0,4980,-7.77401,12.0893,12.1808
0,4990,-24.149,-1.30782,-11.9269
0,5000,-9.49695,-17.7311,-2.86991
0,5010,24.5559,7.78608,-4.89138
0,5020,-5.33259,9.61458,-19.7923
0,5030,1.33769,-22.27,-6.61824
0,5040,-7.49799,18.1974,-7.64622
0,5050,2.98275,19.2397,-18.353
0,5060,20.3937,-11.4464,-6.68008
0,5070,5.97524,1.86532,-15.4854
0,5080,-5.31745,-15.9604,14.3973
0,5090,-22.2033,-11.5028,3.51862
0,5100,-13.3497,14.7483,4.47739
0,5110,9.07569,-13.7244,-33.5216
0,5120,27.0899,-1.5459,-0.229289
0,5130,1.96031,-9.92649,24.9636
0,5140,4.19243,1.18702,-9.061
0,5150,16.002,-10.7021,11.4059
0,5160,-7.16371,-5.37873,-25.451
0,5170,17.1698,-0.642414,-18.0871
0,5180,-1.26487,26.455,6.33705
0,5190,23.7308,5.30848,-6.85267
0,5200,-13.0301,-3.36842,22.1619
0,5210,7.59104,9.05312,-31.9691
0,5220,15.4832,0.974556,13.6291
0,5230,-21.4869,13.4708,1.99513
0,5240,-18.8102,17.1832,-5.56054
0,5250,13.4265,8.27243,0.205368
0,5260,28.4613,-3.88352,5.17427
0,5270,7.20037,7.38237,17.3389
0,5280,1.71421,18.4496,-22.8013
0,5290,17.0996,9.17781,-3.58761
0,5300,-13.0105,20.6967,6.98679
0,5310,-18.5441,-4.02328,14.5472
0,5320,9.18729,-7.9339,12.8159
0,5330,9.21552,2.12565,26.5933
0,5340,-12.4433,9.63123,0.695054
0,5350,14.8546,15.961,8.59435
0,5360,-16.9957,-18.9777,4.66753
0,5370,21.4296,-5.54035,-6.52963
0,5380,27.1115,-6.6984,0.0322062
0,5390,5.51441,-7.13566,6.68899
0,5400,-14.242,16.6048,10.94
0,5410,2.71049,-14.3993,2.29343
0,5420,29.3022,-22.0556,-7.64922
0,5430,22.2735,6.89636,3.41268
0,5440,-3.56657,26.5975,1.67286
0,5450,-14.3634,-17.7799,-7.32029
0,5460,-19.8864,4.57326,14.9762
0,5470,6.17046,13.0082,20.798
0,5480,8.28628,-7.23752,4.79317
0,5490,12.9838,4.16766,11.6636
0,5500,11.6208,7.60849,0.690057
0,5510,-8.65266,-22.7436,11.8135
0,5520,9.63062,-0.615882,-8.3168
0,5530,-3.35772,-6.3098,-9.62705
0,5540,2.28444,-31.6906,0.974983
0,5550,10.6457,-0.681055,5.51834
0,5560,-13.8457,21.8619,5.28687
0,5570,10.048,-24.1173,7.54769
0,5580,-20.3347,16.2243,1.78759
0,5590,-6.56804,-11.5603,19.2954
0,5600,14.7696,-20.6702,1.55122
0,5610,-8.05794,-14.0996,20.9333
0,5620,-5.18454,20.8473,14.0125
0,5630,1.01992,16.8814,21.4217
0,5640,-4.96164,-28.9556,25.3865
0,5650,-14.367,8.94476,19.9268
0,5660,13.1752,0.518847,-17.0971
0,5670,-4.56848,22.9846,12.7742
0,5680,3.16901,7.06419,29.2329
0,5690,3.81653,-16.7922,15.1811
0,5700,-2.55231,-4.73147,7.31876
0,5710,8.73138,-3.48687,2.93852
0,5720,3.70229,20.3669,10.7252
0,5730,-19.4599,-14.4196,-9.45449
0,5740,8.83478,2.85602,21.0391
0,5750,-9.2504,26.6313,-3.23591
0,5760,-1.07253,4.16771,-1.59697
0,5770,1.9739,-4.1421,20.2889
0,5780,-5.80778,-7.81938,-17.5694
0,5790,-9.35434,10.8928,10.4938
0,5800,-2.04368,-6.69139,24.8566
0,5810,3.31395,6.81013,-10.0109
0,5820,-4.4495,-0.351011,2.44274
0,5830,11.1804,2.90574,15.1071
0,5840,4.33035,4.63783,8.40425
0,5850,1.16403,11.7703,-11.941
0,5860,2.51647,18.5611,14.1254
0,5870,3.06822,-21.0325,-5.31483
0,5880,-16.365,-5.60855,3.07266
0,5890,13.637,7.02736,-17.9125
0,5900,13.2088,-3.97174,-23.2041
0,5910,6.67351,-26.8323,19.8189
0,5920,-7.01186,-6.7135,-19.4625
0,5930,10.9353,18.8693,-0.0172733
0,5940,3.57291,-4.46926,0.113659
0,5950,-21.8473,-1.751,-4.3459
0,5960,-2.47068,0.0467945,25.4849
0,5970,5.98139,-14.3744,-16.226
0,5980,-18.9953,-7.83294,16.1046
0,5990,-7.89041,-19.1277,3.64498
0,6000,-2.53036,4.17082,-20.9006
0,6010,-15.6049,-14.7114,-0.523948
0,6020,19.5967,5.83593,-4.1497
0,6030,-26.8092,12.4904,-0.156158
0,6040,1.86181,21.9235,-14.0442
0,6050,26.7124,0.30686,-1.33877
0,6060,-9.79552,-24.91,4.4996
0,6070,-2.5338,22.1977,-15.425
0,6080,-2.31897,-6.2696,-27.5488
0,6090,0.0690743,-3.01275,-3.57176
0,6100,3.7648,10.1361,1.76099
0,6110,10.9142,9.30329,18.4592
0,6120,3.16457,-17.2993,0.57684
0,6130,-12.9579,-10.6168,36.4079
0,6140,6.26656,8.60662,-3.60273
0,6150,12.3527,28.4661,-2.84898
0,6160,18.8111,12.225,3.50406
0,6170,-4.58334,-12.8608,-20.906
0,6180,11.9673,-14.3909,-13.7306
0,6190,0.884176,2.87292,-11.5194
0,6200,3.73421,5.85964,-27.3769
0,6210,4.75066,19.0762,-17.7457
0,6220,-13.6919,4.50758,4.89912
0,6230,-4.89304,-8.99111,24.437
0,6240,-3.13789,23.3611,-13.2519
0,6250,-24.7576,-12.6932,-3.93842
0,6260,-2.69075,-2.2661,-14.1554
0,6270,10.8995,2.05948,-19.5732
0,6280,-18.5131,0.364391,-3.0633
0,6290,12.9674,-17.498,-13.8454
0,6300,13.4715,15.077,17.469
0,6310,6.73539,35.4319,25.6237
0,6320,-21.6989,4.48515,-15.2707
0,6330,1.9116,-17.2404,-4.4766
0,6340,18.8843,17.713,-3.76783
0,6350,6.3485,6.83584,-29.5432
0,6360,11.1409,-12.3154,8.91436
0,6370,-26.2882,-9.13411,-4.87986
0,6380,11.8736,13.8416,11.3558
0,6390,10.1856,-10.8737,-2.16154
0,6400,-23.2198,-4.6813,1.5532
0,6410,16.8181,11.1931,-10.8554
0,6420,-4.7049,-6.34787,5.76022
0,6430,-0.0447383,5.70471,17.1071
0,6440,16.3732,11.7,7.71141
0,6450,-2.60444,-17.6044,-8.26215
0,6460,-13.6981,3.89195,-9.97969
0,6470,-4.47284,-24.6141,11.9281
0,6480,-13.6673,11.4726,2.0339
0,6490,-21.7877,-5.06143,-3.87166
0,6500,-0.102883,1.05719,24.9284
0,6510,21.7139,-13.237,-2.16397
0,6520,-8.59038,-0.109283,-23.7214
0,6530,21.271,-9.77111,5.73192
0,6540,3.73437,-4.10511,17.7701
0,6550,14.9628,-9.51986,-7.3923
0,6560,32.8202,0.259226,1.97183
0,6570,-0.762199,12.2015,4.53686
0,6580,9.47375,-18.2269,-8.39791
0,6590,12.3245,-4.30558,-24.3293
0,6600,14.884,-8.09793,-12.9451
